id,description
2756457097,"About Us

Designed for unlimited discovery and unmatched safety, Epic is the leading digital library for kids. With tens of thousands of high-quality books, audiobooks, and videos from the world's best publishers, every year millions of kids read, learn and explore on Epic.

To learn more about our vision to unlock the potential of every child, visit us at www.getepic.com.

About The Job

We are building a great product to unlock the potential of every child on the planet. We are looking for a Data Analyst to provide product analytics support to our retention and growth initiatives. In this role, you will be working on defining key product metrics, conducting analyses, and will help in building out our overall analytics process and capabilities. This role will report to our Head of Data.

What You Will Be Doing
Work with partner product managers to define the key product performance indicators in the areas of retention and/or growth.
Automate the reporting of key success metrics for the various product initiatives.
Lead the design and analyses of controlled online experiments (A/B tests).
Develop analyses to drive short and long term product feature goals.

What You Should Have
Master's degree or equivalent in Statistics/Mathematics/Economics/Data Analytics/Computer Science or an equivalent quantitative field and 4 years of prior experience as a Product/Data Analyst.
Extensive hands-on experience with SQL and another programming language (preferably Python / R).
Strong analytics experience - good statistics background.
Experience working with partner product managers and other cross-functional stakeholders on product analytics questions.
Experience with a visualization platform such as Looker or Tableau.
The 3Cs: Curiosity, Communication, and Collaboration.
Ability to deal with ambiguity on a business problem.

Benefits
Full medical, dental and vision coverage
401(k) plan
Take as you need vacation
Home office stipend
Lifestyle allowance
In office perks (virtual for now)
Unlimited access to our product!
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
Marketing and Advertising, Computer Software, and Internet"
2733218195,"This position doesn't work with H1B, OPT EAD or F1 work visa
Location - Menlo Park

Requirements
- 3 years experience in Data Analyst
- 2+ years experience in SQL
-Excellent communicator (storytelling, reporting, insights presentations)
-Experience with visualization tools (Tableau, Looker or similar), building dashboards
-Comfortable with programming (Data Handling)
-Familiarity with building ETL pipelines
  Education: BS/BA in Technical Field, Computer Science or Mathematics
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Telecommunications"
2747793868,"Position Summary... What You'll Do...

Walmart Global Tech's mission is simple: to innovate on Omnichannel retail to help our customers save time and money and live a better life. We obsess about understanding our user and their desired outcomes. We develop retail solutions by using cutting edge technology and customer-first mindset, which delight our customers. We are a team which is growing very fast as we change the face of online retail and define the next generation of ecommerce. Come join us on this journey!

More About The Role

We are looking for a Data Analyst to join the Digital Experiences organization, to help improve customer experiences with ecommerce Cart and Checkout products. As analytics owner of Cart and Checkout products, you will be responsible for ensuring our customers can seamlessly complete their online purchases. A successful candidate will play a key role in building a strong foundation for gathering and using data to make the most informed decision as we develop the next generation ecommerce technology. We are looking for someone who is as passionate as we are about understanding the user and how they interact with our business to best serve their needs.

What you’ll do
Understand the data sources and streamline them into business and product dashboards which help keep track of the overall business and platform performance in real-time.
Help grow the culture of data-based decision making by bringing industry best practices on tools, tagging, reporting and analysis.
Help bring data-standardization across market banners.
Support the experiment-based product development by helping the Product and Strategy teams in setting-up and analyzing A/B and Multivariate test data and provide insights, actionable recommendations & business value/impact for business stakeholders.
Provide actionable insights, business impact & recommendations on key metrics and segments to determine if an experiment is successful.
Measure post-launch metrics and work with Product Owners to understand feature performance and areas to optimize.
Work to pull raw transactional data and manipulate in reporting and visualization tools like, Excel, Google Data Studio, Tableau, Power BI, looker to answer questions that inform product/feature prioritization and design decisions.
Run exploratory analysis of site performance and customer data to identify key areas of the site that can be optimized.
Work closely with product management to create new feature test plans and decision trees in order to drive a “test and learn” culture within the organization.
Develop web & app product measurement & implementation requirements for new cart & checkout features.
Work closely with web & app engineering teams to implement product release features.
Specific Skills

This role will focus on supporting Product Management and Strategy functions, understanding customer data and product performance, building automation and creating efficiencies where you identify them.
3-5 years of experience in a data team working on customer and business data sets.
Master’s degree Statistics, Applied Math, Economics or related fields preferred.
Web and Mobile analytics skills: Google Analytics and/or Adobe Omniture.
App Analytics skills: Firebase, Flurry.
Testing and Optimization tools: Google Optimize, Firebase, Adobe target, Optimizely
Knowledge of web/app tagging & debugging tools like omnibug, google tag manager, charles
Expert level knowledge of reporting & visualization tools like Excel, Tableau, Looker, Power BI, Google Data Studio
Strong knowledge of experiments design and testing methodologies.
Ability to use quantitative methods to answer complex business questions.
Experience deriving business insights from large, complex, multi-dimensional data sets using tools like SQL, R, Python,GCS’s Google BigQuery.
Excellent communication and relationship-building skills, with a high attention to detail.
Sharp business judgement and ability to see past the noise in data.
Must have passion for problem solving, critical thinking and data.
Must be comfortable with adopting new tools and recommending new technologies which can improve the data ecosystem on the team.
Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelor's degree in Business, Engineering, Statistics, Economics, Analytics, Mathematics, Arts, Finance or related field and 1 year's

experience in data analysis, data science, statistics, or related field. Option 2: 3 years' experience in data analysis, data science, statistics, or related field Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data science, data analysis, statistics, or related field, Master’s degree in Business, Computer Science, Engineering, Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field, Related industry experience (for example, retail, merchandising, healthcare, eCommerce), Successful completion of assessments in data analysis and Business Intelligence tools and scripting languages (for example, SQL, Python, Spark, Scala, R, Power BI, or Tableau) Primary Location...640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Information Technology and Services, Retail, and Financial Services"
2755655109,"Mackin Talent is seeking a Data Analyst to support our client in Sunnyvale. The ideal candidate is passionate about analyzing and visualizing complex datasets, is able to work with both technical and non-technical teams, is quickly able to learn new domains, and enjoys working as part of a dynamic, global team.

Responsibilities
Leverage your visualization and data storytelling skills to distill complex problems into concise insights and recommendations for leadership and client teams in areas such as Real Estate & Lease Administration, Facility Design, Facility Operations, Space Planning, Culinary, and/or Transportation
Own the end-to-end lifecycle of Business Insights projects, including wireframe design, data modeling, development, testing, deployment, support, and ad hoc analysis
Own troubleshooting and resolution, as appropriate, of data quality, access, and dashboard functionality issues
Participate in on-call rotations to own triaging access requests, bug and enhancement requests
Drive impactful and thoughtful solutions by collaborating with members of the Analytics team and other technical partners on project planning, design, and execution
Follow team best practices in areas such as requirements gathering, solution design, data validation, and documentation
Requirements:
4-year BA/BS degree or equivalent work experience with at least 1 year working with data
Strong attention to detail, with ability to understand technical requirements from business asks and follow up for additional clarification when needed
Proficiency in using SQL-based languages to design, extract, and transform complex datasets for analysis and/or reporting
Understanding of best practices in data visualization design
Proficiency in using Tableau Desktop and Server with a strong understanding of core Tableau concepts such as LOD expressions, filtering, data source joins and blending, and window functions
Excellent interpersonal, communication, and presentation skills
Strong time management skills with the ability to work under tight deadlines and respond to leadership requests
Experience with scripting languages like Python is a plus
Mackin Talent offers an attractive benefits package which includes choice of major medical carriers like Aetna, Kaiser and BCBS, 15 days of PTO plus Holiday and Sick pay, paid volunteer hours, paternity/maternity leave and many more. We pride ourselves on our company values, the top one being that Relationships Matter. Come experience the Mackin Difference and our welcoming company culture with a focus on teamwork and family. Learn more about Mackin and apply online at MackinTalent.com.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
Environmental Services, Information Technology and Services, and Staffing and Recruiting"
2726873102,"Founded in Tokyo in 2012, SmartNews has quickly become the go-to source of news for millions of users around the world, and a leading news discovery mobile app. Our mission is to deliver the world’s quality information.
We are looking for an experienced marketing scientist with a passion for mobile marketing, mobile growth, as well as news and content discovery. This role will be responsible for shaping and executing paid growth strategies. You will find a huge opportunity to reach users in the right context with the right message through existing channels where we operate and newer ones.
Our charter is to drive profitable acquisition of users across platforms and marketing channels (social ads, in-app mobile ads, video and more) - and to grow the SmartNews brand in the US using a multi-million dollar annual budget.
You will work very closely with a cross functional team of engineers, product managers, data scientists, product marketers and corporate planning. We are looking for a candidate who is able to work with multiple stakeholders to develop data driven insights, propose recommendations, build a roadmap and operationalize it. This role requires managing by influence, data-driven thinking and driving measurable change.

About You
Our marketing team is very tightly integrated with growth marketers, data scientists and engineers. In this role you will get a chance to learn about our cutting edge tools we have built already and also shape the roadmap of what we could build in the future. The engineers and data scientists and growth marketers are all embedded in one loop with a common goal, so there will be easy and dedicated access to different functions critical to driving growth.
Also in addition you will learn about how we have scaled using traditional and some non traditional channels, enriching learning about our unique story.
Come help us figure out how to accelerate our growth even further!

Responsibilities
Partner with Marketing leadership to help drive insights, identify opportunities, and understand behavior and long-term trends, working with other teams across the company in the process
Manage the design and analysis of marketing insights; develop and socialize a rigorous culture of data-driven decision making
Develop measurement and attribution methodologies, LTV models & comprehensive marketing analytics
Collaborate with data engineering to build and evolve our data infrastructure to surface key metrics through automated dashboards and reports
Partner with performance marketing to design and execute experiments, incrementality testing, media mix modeling, & spend ROI curves to enable robust performance marketing decision making
Lead the development of propensity models and predictive KPIs to power targeting & optimization engines across marketing channels

Requirements
You have 2+ years previous experience as a marketing analyst, data scientist, or data analyst
You have a familiarity with and passion for effectively leveraging marketing to driving positive company outcomes
You have experience with funnel, user journey & performance marketing analytics through inbound and outbound channels
You possess a natural curiosity and strive to uncover the deeper relationships that are not always immediately discoverable
You have experience writing and optimizing complex SQL queries for large data sets
You are an excellent storyteller and able to communicate your findings with clarity and precision, whether through writing or visualizations
You leverage innovative quantitative marketing methodologies to better understand and engage our customers in order to deliver better experiences to them
You develop hypotheses and test them with data, rather than solely or primarily attempt to glean patterns from the data already in front of us
You have an ability to work with and influence team members and leaders across the organization whose input is critical to the success of your plans
Familiar with ad attribution platforms like Adjust or Appsflyer

Benefits
Equity included
100% medical, dental and vision insurance coverage (100% coverage for dependents)
401k matching program
Monthly housing, commute, mobile phone and gym allowances
Free lunch, snacks, drinks, etc.
Pet friendly office
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Information Technology and Services"
2755845162,"Proficiency in tools which aid in data movement, data processing, automated and ad-hoc report generation, data profiling and data quality monitoring from source to consumption.

Able to apply varied analytical skills and systems expertise to help create customized reports, dashboards, and charts that provide actionable insights to business stakeholders, help make data feeds available, and help deploy data models in production.

Analyze various datasets and databases to support development of reports and charts.

Work with co-workers and project team(s) to identify and address data reporting and visualization needs.

The individual will support co-workers projects as part of the data and reporting team.

A keen eye for detail, accuracy and strong critical thinking skills with advanced judgment capability Clear communication in written English

Technical: Advanced SQL and data warehousing knowledge

Expertise working with big datasets and optimizing MPP databases

Advanced Excel knowledge Familiarity with AWS (Redshift, Athena, and AWS core concepts) Tableau/Qlik Sense Data Visualization (nice-to-have)

Clickstream data experience - Amplitude (nice-to-have)

Other Qualifications: Excellent problem-solving skills and end-to-end quantitative thinking

Proactive and inquisitive learner who seeks out and capitalizes on opportunities for change that enhance the business, rather than reacting to circumstances

Strong organizational skills, time management, accountability, and the ability to manage multiple projects simultaneously to meet objectives and key deadlines
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
Information Technology and Services, Computer Software, and Financial Services"
2747799363,"Position Summary... What You'll Do...

Walmart Global Tech's mission is simple: to innovate on Omnichannel retail to help our customers save time and money and live a better life. We obsess about understanding our user and their desired outcomes. This helps us develop retail solutions by using cutting edge technology and customer-first mindset, which delight our customers. We are a team which is growing very fast as we change the face of online retail and define the next generation of ecommerce. Come join us on this journey!

More about the Role: The Global Tech Omnichannel Operations team is responsible for delivering tech solutions for our international retail businesses. We are looking for a Data Analyst to join our Checkout and Promotions team, to help build a strong foundation for gathering and using data to make the most informed decision as we develop the next gen retail tech. We are looking for someone who is as passionate as we are about understanding the user and how they interact with our business to best serve their needs.

Responsibilities - What you’ll do?
Understand the data sources and streamline them into business and product dashboards which help keep track of the overall business and platform performance in real-time.
Help grow the culture of data-based decision making by bringing industry best practices on tools, tagging, reporting and analysis.
Help bring data-standardization across market banners.
Support the experiment-based product development by helping the Product and Strategy teams in setting-up and analyzing A/B and Multivariate test data and provide actionable recommendations for business stakeholders.
Provide recommendations on key metrics and segments to determine if an experiment is successful.
Measure post-launch metrics and work with Product Owners to understand feature performance and areas to optimize.
Work to pull raw transactional data and manipulate it in excel to answer questions that inform product/feature prioritization and design decisions.
Run exploratory analysis of site performance and customer data to identify key areas of the site that can be optimized.
Work closely with product management to create new feature test plans and decision trees in order to drive a “test and learn” culture within the organization.
About You - What are we looking for?

This role will focus on supporting Product Management teams and market stakeholders, understanding customer data and product performance, building automation and creating efficiencies where you identify them.
3-5 years of experience in a data team working on customer and business data sets.
Master’s degree Statistics, Applied Math, Economics or related fields preferred.
Expert level knowledge with analytics tools like Tableau, Adobe Omniture, Looker, Excel, etc.
Ability to use quantitative methods to answer complex business questions.
Understanding of experimental design and testing methodologies.
Able to manipulate and draw insight from large, complex, multi-dimensional data sets (SQL, R, Python, etc.).
Excellent communication and relationship-building skills, with a high attention to detail.
Sharp business judgement and ability to see past the noise in data.
Must have passion for problem solving, critical thinking and data.
Must be comfortable with adopting new tools and recommending new technologies which can improve the data ecosystem on the team.
Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelor's degree in Business, Engineering, Statistics, Economics, Analytics, Mathematics, Arts, Finance or related field and 2 years'

experience in data analysis, data science, statistics, or related field. Option 2: Master's degree in Business, Engineering, Statistics, Economics,

Analytics, Mathematics, Computer Science, Information Technology or related field. Option 3: 4 years' experience in data analysis, data science,

Statistics, Or Related Field. Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data science, data analysis, statistics, or related field, Master’s degree in Business, Computer Science, Engineering, Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field, Related industry experience (for example, retail, merchandising, healthcare, eCommerce), Successful completion of assessments in data analysis and Business Intelligence tools and scripting languages (for example, SQL, Python, Spark, Scala, R, Power BI, or Tableau) Primary Location...640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Information Technology and Services, Retail, and Financial Services"
2724447819,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity, celebrate individuality and bring people together. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The User Growth Department leads the growth efforts. We provide tailor-made growth plans and leverage various marketing, product, and analytics methods to achieve and sustain fast growth. The UG team has a series of mature product growth levers and is proficient in applying them to various businesses. At the same time, we also build new solutions to help the business achieve breakthroughs.

As an important part of the UG team, the UG Data Analytics Team supports the core product lines. Join us to work closely with performance marketing and growth strategy teams, responsible for the growth analysis of billion-level users' products, and master the industry's advanced growth practices.
 Responsibilities
Define metrics, build dashboards and understand user behavior through quantitative analysis to empower user growth
Monitor the health of our business and understand root causes of changes in metrics
Independently provide end-to-end analyses: from data mining, to metrics design and evaluation
Partner with performance marketing teams, product teams and engineers to drive execution

Qualifications
Bachelor's or Master's degree in Computer Science, Math, Physics, Engineering, Statistics or related technical/quantitative fields
1-3 years of professional experience in an analytical role involving user growth/product optimization/business analytics/performance marketing
Proficiency in SQL/Excel/R/Python/Tableau. Familiar with common statistical methods and applications (A/B testing, probability, regression)
Good communication skills as a collaborative team player in across-cultural and cross-functional environment. Ability to synthesize and communicate complex concepts and analyses in an easy to understand way
Passionate about social media and short video products

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Analyst
Industries
Internet"
2723582022,"Exciting opportunity to work for a medical device company in Sunnyvale, CA. Great opportunity for those with clerical backgrounds or those starting out their career.

The Data Entry Analyst will be working in the Quality Department to support documentation of daily product testing activities in accordance with GMP standards and FDA/ISO regulations. This position will also provide daily administrative support to the QC team. The successful candidate will have strong organizational skills and knowledge of quality environment.

Responsibilities
Data entry into internal LIMS (laboratory information management system)
Help assist with physical record keeping and transition to electronic batch record
Perform daily administrative duties for QC Analysts
Analyze data when entering to find deviations and provide solutions
Requirements
0-1 year of data entry or office experience
Proficient computer skills, including Microsoft Office
Excellent written and verbal communication skills
Ability to multi-task and interact with a wide range of individuals
Experience working in a medical office, FDA regulated environment, or GDP/GMP environment
QA/QC experience a plus
Science background or medical exposure
Shift
Monday to Friday, 9am-5:30pm
Pay
30/hr
Why Kelly®?

Kelly® Science & Clinical is your connection to premier scientific and clinical companies looking to hire talented people just like you. Every day, we match science professionals with dream jobs that fit their skills and interests—it’s the way we think job searching should be. Nearly 100 percent of our science recruiters have a professional background/education in science, so we know a thing or two about the science market and how to get you noticed.

About Kelly®

At Kelly, we’re always thinking about what’s next and advising job seekers on new ways of working to reach their full potential. In fact, we’re a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live (plus, did we mention we provide a ton of [benefits](https://www.mykelly.us/us-mykelly/perks/)?). Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. [Equal Employment Opportunity is The Law.](https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm)

]]
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Information Technology
Industries
Construction, Staffing and Recruiting, and Hospital & Health Care"
2738101937,"Position Summary... What You'll Do...

Walmart Global Tech's mission is simple: to innovate on Omnichannel retail to help our customers save time and money and live a better life. We obsess about understanding our user and their desired outcomes. This helps us develop retail solutions by using cutting edge technology and customer-first mindset, which delight our customers. We are a team which is growing very fast as we change the face of online retail and define the next generation of ecommerce. Come join us on this journey!

More about the Role: The Global Tech Digital Experiences team is responsible for delivering tech solutions for our omni-channel Canada and Mexico retail business. We are looking for a Data Analyst to join our Mexico Market team in the Digital Experiences organization, to help build a strong foundation for gathering and using data to make the most informed decision as we develop the next gen retail tech. We are looking for someone who is as passionate as we are about understanding the user and how they interact with our business to best serve their needs.

Responsibilities - What you’ll do?
Understand the data sources and streamline them into business and product dashboards which help keep track of the overall business and platform performance in real-time.
Help grow the culture of data-based decision making by bringing industry best practices on tools, tagging, reporting and analysis.
Help bring data-standardization across market banners.
Support the experiment-based product development by helping the Product and Strategy teams in setting-up and analyzing A/B and Multivariate test data and provide actionable recommendations for business stakeholders.
Provide recommendations on key metrics and segments to determine if an experiment is successful.
Measure post-launch metrics and work with Product Owners to understand feature performance and areas to optimize.
Work to pull raw transactional data and manipulate it in excel to answer questions that inform product/feature prioritization and design decisions.
Run exploratory analysis of site performance and customer data to identify key areas of the site that can be optimized.
Work closely with product management to create new feature test plans and decision trees in order to drive a “test and learn” culture within the organization.
About You - What are we looking for?

This role will focus on supporting Market Product strategy and Product Management teams, understanding customer data and product performance, building automation and creating efficiencies where you identify them.
3-5 years of experience in a data team working on customer and business data sets.
Master’s degree Statistics, Applied Math, Economics or related fields preferred.
Expert level knowledge with analytics tools like Tableau, Adobe Omniture, Looker, Excel, etc.
Ability to use quantitative methods to answer complex business questions.
Understanding of experimental design and testing methodologies.
Able to manipulate and draw insight from large, complex, multi-dimensional data sets (SQL, R, Python, etc.).
Excellent communication and relationship-building skills, with a high attention to detail.
Sharp business judgement and ability to see past the noise in data.
Must have passion for problem solving, critical thinking and data.
Must be comfortable with adopting new tools and recommending new technologies which can improve the data ecosystem on the team.
Minimum Qualifications...

Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelor's degree in Business, Engineering, Statistics, Economics, Analytics, Mathematics, Arts, Finance or related field and 2 years'

experience in data analysis, data science, statistics, or related field. Option 2: Master's degree in Business, Engineering, Statistics, Economics,

Analytics, Mathematics, Computer Science, Information Technology or related field. Option 3: 4 years' experience in data analysis, data science,

Statistics, Or Related Field. Preferred Qualifications...

Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data science, data analysis, statistics, or related field, Master’s degree in Business, Computer Science, Engineering, Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field, Related industry experience (for example, retail, merchandising, healthcare, eCommerce), Successful completion of assessments in data analysis and Business Intelligence tools and scripting languages (for example, SQL, Python, Spark, Scala, R, Power BI, or Tableau) Primary Location...640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Information Technology and Services, Retail, and Financial Services"
2751137965,"El Camino Health is committed to hiring, retaining and growing the best and brightest professionals who will carry our mission and vision forward. We are proud of our reputation in the community: One built on compassion, innovation, collaboration and delivering high-quality care. Come join the team that makes this happen.

FTE

0

Scheduled Bi-Weekly Hours

0

Work Shift

Day: 8 hours

Job Description

Data Analyst will understand the database structure and schema of our case management software, design and run reports in the system or with additional tools such as SQL and EAP Expert, analyze key data, run reports and make meaningful recommendations to the Concern management team. This position will provide key insights into the business processes and any improvements required by mining the data and gathering trends and insights. The ideal person will understand the data, as well as customer and business requirements and will be able to design, query and run reports as well as present, interpret and evaluate them periodically.

Qualifications

Bachelor’s degree in a technology or science related field.

Five (5)+ years-experience in a data analyst or business analyst position in the healthcare industry.

Advanced Excel and Office suite skills.

Statistical computational skills.

Advanced knowledge of relational databases such as Access, SQL, Tableau, EAPX and more tools.

Ability to understand complex data and interpret business needs in simple terms.

Ability to mine data and deliver meaningful analysis and executive summaries.

Ability to conceptualize and design data dashboards and reports.

Ability to function independently with minimal direction.

Strong organizational skills and ability to problem solve, prioritize tasks and think critically.

Skilled in presenting to the executives or management in a concise manner with captivating graphics to communicate the data.

The Physical Requirements and Working Conditions of this job are available. El Camino Health will provide reasonable accommodations to qualified individuals with a disability if that will allow them to perform the essential functions of a job unless doing so creates an undue hardship for the hospital, or causes a direct threat to these individuals or others in the workplace which cannot be eliminated by reasonable accommodation.

Sedentary Work - Duties performed mostly while sitting; walking and standing at times. Occasionally lift or carry up to 10 lbs. Uses hands and fingers. - (Physical Requirements-United States of America)

An Equal Opportunity Employer

El Camino Health seeks and values a diverse workforce. The organization is an equal opportunity employer and makes employment decisions on the basis of qualifications and competencies. El Camino Health prohibits discrimination in employment based on race, ancestry, national origin, color, sex, sexual orientation, gender identity, religion, disability, marital status, age, medical condition or any other status protected by law. In addition to state and federal law, El Camino Health also follows all applicable fair and equitable employment policies from the County of Santa Clara.
Show less
Seniority level
Entry level
Employment type
Part-time
Job function
Information Technology
Industries
Nonprofit Organization Management, Health, Wellness and Fitness, and Hospital & Health Care"
2708158739,"Who We Are And What We Do

Momentive (NASDAQ: MNTV) (formerly SurveyMonkey) is a leader in agile experience management, delivering powerful, purpose-built solutions that bring together the best parts of humanity and technology to redefine AI. Momentive products, including GetFeedback, SurveyMonkey, and its brand and market insights solutions, empower decision-makers at 345,000 organizations worldwide to shape exceptional experiences. More than 20 million active users rely on Momentive to fuel market insights, brand insights, employee experience, customer experience, and product experience. Ultimately, the company's vision is to raise the bar for human experiences by amplifying individual voices. Learn more at Momentive.ai.

More About The Business Systems Team

You will work on Momentive's Business Systems team. The Business Systems team owns all internal software used across Momentive and we aim to provide every Momentive employee with the tools they need to do their job and perform at their highest level. Reporting to the Product Manager of Momentive's Customer 360 Data Product, you'll focus on making Momentive's product usage data accessible across the organization through easily digestible dashboards and datasets.

What we're looking for

We're looking for a data analyst with experience empowering non-technical teams with data. You'll build dashboards and datasets to fulfill common, recurring reporting needs and answer ad hoc data requests to empower key business programs.

You will
Become a data expert in your business domain and own data quality
Actively develop a strong understanding of Momentive's product suite and our Sales and Marketing processes
Work with Sales, Product, and Engineering teams to identify and understand data needs and availability
Design, define, and implement metrics and dimensions to enable reporting, analysis, and predictive modeling
Train and educate data consumers on metrics and dashboards.
Build data consumption ""endpoints"", including dashboards and self-serve queries
Create processes and workflows for measuring and tracking the impact of Momentive's data products and identifying future data needs
Be an advocate for our internal data products and tools, interfacing with Momentive's leadership about product capabilities and future opportunities


You have
The ability to write sophisticated queries using SQL
An ownership mentality around data quality, not just identifying issues, but tracing them to their source and working with data creating teams to resolve them
A strong understanding of basic data principles, including experience working with both transactional (OLTP) and dimensional (OLAP) data and a firm grasp on each data model's appropriate usage
Experience translating feature requests from non-technical stakeholders into technical requirements
An eye for design when it comes to dashboards and visualization tools


What we offer our employees

Momentive is a place where the curious come to grow and shape what's next. By embedding inclusion into our processes, policies, and culture for our 1,400+ employees across North America, Europe, and APAC, we're building a workplace where people of every background can excel. We've won multiple awards and received recognition for our forward-looking policies, including extended parental and bereavement leave, vendor benefits standards, and Take 4 sabbaticals.

Momentive is featured as a Glassdoor 2021 Best Place to Work and National Capital Region's Top Employer in Canada (2021). In 2020, Momentive was recognized as a top place to work by Glassdoor Best Places to Work, Fortune Best Places to Work in the Bay Area, Parity.org's Best Companies for Women to Advance, and National Capital Region's Top Employers in Canada. Momentive has consistently been recognized by Great Place to Work® and Fortune as a top workplace since 2018, and we have also won numerous awards as a leader in global survey software, including being named among the G2 Best Software Companies, CNBC's Disruptor 50, and the Forbes Cloud 100.

Our commitment to an inclusive workplace

Momentive is an equal opportunity employer and is committed to providing a workplace free from harassment and discrimination. We celebrate the unique differences of our employees because that is what drives curiosity, innovation, and the success of our business. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, gender identity or expression, age, marital status, veteran status, disability status, pregnancy, parental status, genetic information, political affiliation, or any other status protected by the laws or regulations in the locations where we operate. Accommodations are available for applicants with disabilities.

Learn more about our diversity, equity, and inclusion efforts here.

#LI - Remote
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Internet and Information Technology and Services"
2749790739,"Direct message the job poster from KITE
Nick Mathers
KITE is growing our data team. Your work as a data analyst will directly impact partnership and investment decisions of Fortune 2000 companies. Ideal candidates are passionate and knowledgeable about the startup and tech ecosystem. You enjoy studying new areas of innovation and making sense of data. You’re data-driven and can work your way around data sets and visualization tools like Tableau. Like everyone at KITE, you have an insatiable curiosity and commitment to accelerating innovation.
 Primary Responsibilities:
Architect data frameworks to synthesize a variety of data sources into one cohesive dataset
Manipulate and sanitize data sets
Interview clients to help build an optimal data framework that suits their needs
Visualize data using different tools like excel, powerpoint, Tableau and others
Identify trends from large data sets and summarize for an executive audience
Work with the analyst team to provide data insights to complement analyst work
Design, build and automate dashboards
Generate insights about how companies are innovating across a variety of industries and sectors
Constantly evaluate and improve the KITE data process and reporting frameworks to deliver better outcomes

Required Skills and Experience:
Must have a BA in business related major or quant related major
Must be extremely passionate or interested in learning about the startup ecosystem, closely following venture funding and all things technology 
Ability to ingest a client’s needs
Strong writing and presentation skills - must be comfortable providing detailed breakdown of data analysis and presenting strong opinions to the team and clients
Ability to synthesize data and develop meaningful conclusions
Proficiency in Keynote, Powerpoint, Excel, and Tableau or other visualization tools
Show less
Employment type
Contract"
