id,title,company_name,location,zipcode
2723304844,Senior Data Analyst,Media.Monks,"Mountain View, CA",94040
2736054064,Data Analyst Lead,Belong,"San Mateo, CA",94401
2725636817,Data Informatics Analyst 1 #: 21-14142,"TalentBurst, an Inc 5000 company","Sunnyvale, CA",94085
2731480422,Sr. Data Analyst,HashiCorp,"San Jose, CA",95101
2760490438,Senior Data Analyst,brightwheel,San Francisco Bay Area,94101
2752302045,Data Analytics/Analyst,Dice,"Menlo Park, CA",94025
2738009910,Data Analyst/ Scientist,Matrix Precise,"Los Altos, CA",94022
2714791513,Data Analyst/Data Engineer,PRI Global,"Menlo Park, CA",94025
2750574710,Data Labeling Analyst,"Ursus, Inc.","Menlo Park, CA",94025
2744661393,Senior Data Analyst,Hippo Insurance,"Palo Alto, CA",94301
2740184510,Lead Data Analyst (US Remote),LeanTaaS,"Santa Clara, CA",95050
2706593212,Sr. Data Analyst-Product,Weee!,"Fremont, CA",94536
2752865139,Reporting Data Analyst II,HCA Healthcare,"Foster City, CA",95920
2745039557,Entry Level (Data Analyst/Data Scientist),Dice,"San Jose, CA",95101
2755456478,Senior Health Data Analyst,Nuna Inc.,San Francisco Bay Area,94101
2725094026,Senior Data Analyst,"KellyMitchell Group, Inc","Foster City, CA",95920
2729174772,Data Analyst III,Russell Tobin,"Burlingame, CA",94010
2730776455,Sr. Data Analyst,Ascent Services Group,"Pleasanton, CA",94566
2709253281,Data Analyst/QA,E-Solutions,"San Jose, CA",95101
2745235628,Data Management Analyst,Vista Outdoor Inc.,"Scotts Valley, CA",95066
2746182351,Data Analyst III #: 21-19099,"TalentBurst, an Inc 5000 company","Cupertino, CA",95014
2750776616,Data Analyst,Diverse Lynx,"Pleasanton, CA",94566
2750514986,Sr. Data Analyst - Finance,Egnyte,"Mountain View, CA",94040
2750520115,Sr. Data Analyst - Finance,Egnyte,"Mountain View, CA",94040
2748402282,eCommerce Data Analyst,"Ursus, Inc.","Menlo Park, CA",94025
2753316520,Role : Data Analyst ---14106-1,Dice,"Burlingame, CA",94010
2755843433,Sr. Data Analyst (Hybrid),Stryker,"Fremont, CA",94536
2744526860,Clinical Data Analyst - R (Contract),BioSpace,"Menlo Park, CA",94025
2621874936,Senior Data Analyst,"eHealth, Inc.","Santa Clara, CA",95050
2755845119,Sr. Data Analyst (Hybrid),Stryker,"San Jose, CA",95101
2751961532,Data Quality Analyst,"LanceSoft, Inc.","Palo Alto, CA",94301
2717478136,Research Data Support Analyst,Stanford University School of Medicine,"Palo Alto, CA",94301
2734427251,Senior Data Analyst,Punchh,"San Mateo, CA",94401
2752293699,Data Analyst III,Dice,"Cupertino, CA",95014
2428415247,RMA Data Analyst,Supermicro,"San Jose, CA",95101
2744117494,Senior Data Analyst,Enquero,"Milpitas, CA",95035
2731952703,Data Analysis (Hybrid Onsite/Remote),Ultimate Staffing,"Fremont, CA",94536
2750478679,Sr Data Analyst,"Metasys Technologies, Inc.","San Jose, CA",95101
2718799193,"Sr. Data Analyst, Marketing",Weee!,"Fremont, CA",94536
2739781469,Data Analyst with Tableau,Diverse Lynx,"San Jose, CA",95101
2744401333,Data Analyst with Tableau,Diverse Lynx,"San Jose, CA",95101
2743388814,Data Analyst /Data scientist,Diverse Lynx,"San Jose, CA",95101
2731752549,Business Data Analyst,E-Solutions,"San Jose, CA",95101
2751960774,Marketing Data Analyst,"LanceSoft, Inc.","Palo Alto, CA",94301
2756421033,Senior Data Analyst,Movoto,"San Mateo, CA",94401
2739803243,Equipment Data Analyst,Peterson Cat,"San Leandro, CA",94577
2741539827,Data Analyst - SQL and ETL Design,"Ursus, Inc.","Menlo Park, CA",94025
2738066773,Paid Media Data Analyst,"Pinnacle Group, Inc.","Sunnyvale, CA",94085
2753053869,Marketing Data Analyst,CRS Group,"Burlingame, CA",94010
2437986567,Data Analyst III,"TalentBurst, an Inc 5000 company","Cupertino, CA",95014
2756470491,Senior Data Analyst - US,MOLOCO,"Redwood City, CA",94061
2593346974,BI Data Analyst - Finance,Corsair,"Fremont, CA",94536
2750632190,Product Data Analyst,Dice,"Sunnyvale, CA",94085
2720091268,E-Commerce Data Analyst,"Yoh, A Day & Zimmermann Company","Foster City, CA",95920
2747891114,Program Analyst/ Data Analyst,Dice,"Menlo Park, CA",94025
2749528469,Data Analyst III #: 21-07324,HireTalent - Diversity Staffing & Recruiting Firm,"Cupertino, CA",95014
2755149733,Data Analytics Testing,"Yoh, A Day & Zimmermann Company","Mountain View, CA",94040
2726190100,Financial Systems Data and Business Analyst,Stanford University,"Redwood City, CA",94061
2761642194,Distribution Management Data Analyst,"Ryder System, Inc.","San Jose, CA",95101
2750521103,Sr. Data Analyst - Sales,Egnyte,"Mountain View, CA",94040
2752549884,Senior Data Analyst,Russell Tobin,"San Jose, CA",95101
2732214952,Senior Data Analyst,"Intelliswift Software, Inc.","Pleasanton, CA",94566
2728639923,Data Analyst III (Customer Experience Researcher),MindSource,"Cupertino, CA",95014
2753409261,MDM Data Analyst,Kelly,"Cupertino, CA",95014
2754514164,Marketing Data Analyst,Spectraforce Technologies,"Burlingame, CA",94010
2763120215,Operations Data Analyst,eTeam,"San Jose, CA",95101
2741494521,Sr. Data Analyst,Dice,"Mountain View, CA",94040
2747718110,SAS Data Analyst,"LanceSoft, Inc.","San Jose, CA",95101
2730123413,Data Analyst III (Data Engineer),MindSource,"Cupertino, CA",95014
2745493046,Sr. Data Analyst,Dice,"San Jose, CA",95101
2744612815,Research Data Analyst 2 (2 Year Fixed Term),Stanford University,"Stanford, CA",94305
2732502382,Business Data Analyst,E-Solutions,"San Jose, CA",95101
2718961605,Data Analyst/Data Engineer,Dice,"Menlo Park, CA",94025
2666162087,Data Discovery Onboarding / Analyst,E-Solutions,"San Jose, CA",95101
2737011259,Data and Policy Analyst - Statistical Programmer,"Acumen, LLC","Burlingame, CA",94010
2738434212,Data Analyst III #: 21-05046,HireTalent - Diversity Staffing & Recruiting Firm,"Cupertino, CA",95014
2515369047,Supply Chain Data Analyst,Corsair,"Fremont, CA",94536
2732919130,Data And Reporting Analyst,"Intelliswift Software, Inc.","Mountain View, CA",94040
2751168875,Data and Policy Analyst IV,"Acumen, LLC","Burlingame, CA",94010
2733356576,Supply Chain Data and Program Analyst,Accenture,"San Jose, CA",95101
2741243470,Reliability Data Analyst,II-VI Incorporated,"Fremont, CA",94536
2725719527,Business Data Analyst,E-Solutions,"San Jose, CA",95101
2743396476,Data Quality Analyst,Diverse Lynx,"Santa Clara, CA",95050
2747898344,Supply Chain Data and Program Analyst,Accenture,"San Jose, CA",95101
2735400783,Event Data Analyst,eTeam,"Sunnyvale, CA",94085
2743851795,Development & Data Analyst -- Administrative Analyst/Specialist - Exempt I (505432),California State University - East Bay,"Hayward, CA",94541
2744690895,Research Data Analyst 2 (2 Year Fixed Term),Stanford University School of Medicine,"Palo Alto, CA",94301
2740185385,Data Governance Analyst (2-year Fixed Term),Stanford University,"Stanford, CA",94305
2749430286,Data Analyst - Alteryx,Diverse Lynx,"Santa Clara, CA",95050
2746555723,GIS Data Analyst,Dice,"San Jose, CA",95101
2735370179,Data Analyst IV #: 19-01632,HireTalent - Diversity Staffing & Recruiting Firm,"Menlo Park, CA",94025
2749294036,Data Analyst - BI Developer,"Ursus, Inc.","Sunnyvale, CA",94085
2743402583,Data Steward Analyst,Diverse Lynx,"Redwood City, CA",94061
2659880256,Data Business Analyst,E-Solutions,"San Jose, CA",95101
2743400630,Data Steward Analyst,Diverse Lynx,"Redwood City, CA",94061
2758345241,Data and Reporting Analyst,eTeam,"Mountain View, CA",94040
2754193778,Marketing Data Analyst,Dice,"Burlingame, CA",94010
2752300726,Senior Data Analyst,Dice,"Mountain View, CA",94040
2743443153,Security Data Analyst,TEKFORTUNE INC,"Pleasanton, CA",94566
2753412379,Sr. Data Analyst,Dice,"Burlingame, CA",94010
2521225617,Data Governance Analyst,E-Solutions,"San Jose, CA",95101
2743391126,Sr. Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2743386863,Sr. Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2731274704,Database Administrator / Data Analyst,HireResources,"San Jose, CA",95101
2732253562,Security Data Analyst,TEKFORTUNE INC,"Pleasanton, CA",94566
2712845253,"Marketing Data Analyst, Contractor (Palo Alto/Remote)",Moon Creative Lab,"Palo Alto, CA",94301
2744687527,ESG Data Analyst,Kairos Aerospace,"Mountain View, CA",94040
2740467405,"Senior / Lead Data Analyst, California",Sendbird,"San Mateo, CA",94401
2762927501,Language Data Analyst II,Dice,"Palo Alto, CA",94301
2755894834,Data Analytics & Engineering - Data Analyst III Data Analyst III,PRI Global,"Sunnyvale, CA",94085
2731050090,Distribution Intelligence Analyst,Franklin Templeton,"San Mateo, CA",94401
2748574418,Snowflake Data Analyst with Python,"CNET Global Solutions, Inc","San Jose, CA",95101
2732286278,ERP Data Analyst II,"Sunrise Systems, Inc.","Hayward, CA",94541
2750471720,Data Analytics & Engineering - Data Analyst II Data Analyst II,PRI Global,"Menlo Park, CA",94025
2745891357,Data Analytics & Engineering - Data Analyst II Data Analyst II,PRI Global,"Menlo Park, CA",94025
2752507759,"Program Data Analyst, Conservation and Markets Initiative",Gordon and Betty Moore Foundation,"Palo Alto, CA",94301
2522582946,Senior Data Analyst,eTeam,"San Mateo, CA",94401
2727021706,Security Data Analyst,E-Solutions,"Pleasanton, CA",94566
2751585945,Data Analytics & Engineering - Data Analyst III Data Analyst III,PRI Global,"Sunnyvale, CA",94085
2756426285,Senior Data Analyst: Behavioral Insights and Storytelling,Humu,"Mountain View, CA",94040
2726105518,Security Data Analyst,E-Solutions,"Pleasanton, CA",94566
2725764332,Security Data Analyst,eTeam,"Pleasanton, CA",94566
2725617792,"Cupertino, California | English language Business Data Technician - A Data Analyst position",RWS Group,"Cupertino, CA",95014
2734839535,Analyst/Data Scientist,Neocortex,San Francisco Bay Area,94101
2743386139,Lead Data Analyst,Diverse Lynx,"San Jose, CA",95101
2719313029,Video and Image Data Analyst,"Ursus, Inc.","Sunnyvale, CA",94085
2752220593,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050
2750474800,Senior Financial Data Analyst,Central California Alliance for Health,"Scotts Valley, CA",95066
2727476969,Quantitative Researcher / Data Analyst,Creative Circle,"San Jose, CA",95101
2743389571,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050
2763275931,Business Intelligence / Data Science Analyst,eTeam,"Sunnyvale, CA",94085
2730850389,Data Management Specialist,Stanford University School of Medicine,"Palo Alto, CA",94301
2738935986,Senior Professional Data Analyst,Gainwell Technologies,"Dublin, CA",94568
2743393417,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050
2743387915,Data Governance Analyst,Diverse Lynx,"Santa Clara, CA",95050
2733650783,Data Management Specialist,Stanford University,"Stanford, CA",94305
2743362597,Data Scientist / Data Analyst,"Omega Solutions, Inc.","Santa Clara, CA",95050
2763102735,Data Engineer & Analyst with Power BI & Python,Vimerse InfoTech Inc,"San Jose, CA",95101
2732095015,Software Engineer - Data Analyst,Cobham,"San Jose, CA",95101
2612941226,Business System Analyst / Data Analyst,E-Solutions,"San Jose, CA",95101
2743385077,Data QA Analyst,Diverse Lynx,"Santa Clara, CA",95050
2753076799,"Data Analyst (PLM, SAP ECC)",MindSource,"Sunnyvale, CA",94085
2749202612,"Senior / Staff Data Analyst, Quant CRM & Customer Analytics",Realtor,"Santa Clara, CA",95050
2743196993,Data and Policy Analyst - Writer/Coordinator,"Acumen, LLC","Burlingame, CA",94010
2748557362,Oracle Data Analyst (Revenue & Subscriptions),Dice,"San Jose, CA",95101
2746176454,Senior Security Data Analyst,Snowflake,"San Mateo, CA",94401
2654229752,Senior Data Governance Analyst Finance,Intuitive,"Sunnyvale, CA",94085
2741143099,Sr.Data and Business Intelligence Analyst (Finance),"Intelliswift Software, Inc.","San Jose, CA",95101
2739401605,"Threat Analyst Manager, Data Science (Remote)",CrowdStrike,"Sunnyvale, CA",94085
2756559434,Data or Business analyst with Salesforce,Headway Tek Inc,"Pleasanton, CA",94566
2742224343,"Business Intelligence Analyst, Customer Success",U.S. Bank,"Palo Alto, CA",94301
2748460513,Data Engineer,Snap Inc.,"Mountain View, CA",94040
2743403861,Business Data Analyst (San Jose CA),Diverse Lynx,"San Jose, CA",95101
2731489799,Master Data Management - Data Governance Analyst,"Ursus, Inc.","Sunnyvale, CA",94085
2740118122,"Business Analytics Lead, Supercharger",Tesla,"Palo Alto, CA",94301
2749206183,"Senior / Staff Data Analyst, Quant Performance Marketing Analytics",Realtor,"Santa Clara, CA",95050
2734864960,Sr. Data Analyst / Architect,Enquero,"Milpitas, CA",95035
2749249508,Data Engineer,Tesla,"Fremont, CA",94536
2731422670,Associate Data Engineer,GroundTruth,"Mountain View, CA",94040
2748558283,Snowflake Data Analyst with Python,Dice,"San Jose, CA",95101
2753946777,Web and Marketing Data Analyst,Infinity Quest,"San Jose, CA",95101
2690100631,Sr. Technology & Data Management Analyst,Cushman & Wakefield,"Mountain View, CA",94040
2743434872,Data BA with Insurance,E-Solutions,"San Jose, CA",95101
2739917615,Data Architect/Analyst (Financial Data),Openmind Technologies Inc.,"San Jose, CA",95101
2727702338,Business Metrics/Analytics - Remote (Work 8am - 5pm PST Timings),MillenniumSoft Inc,"San Jose, CA",95101
2742229437,"Business Data Analyst in San Jose, CA | Contract",Dice,"San Jose, CA",95101
2737168281,"Principal Analyst, Data & Analytics",Kodiak Sciences,"Palo Alto, CA",94301
2743387742,MDM Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2228107668,Senior Finance Data Analyst,Qualys,"Foster City, CA",95920
2741158484,MDM Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2743383481,MDM Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2694261820,Business Intelligence Analyst,Albertsons Companies,"Pleasanton, CA",94566
2743386667,MDM Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2694266004,Business Intelligence Analyst,Albertsons Companies,"Pleasanton, CA",94566
2700428061,Business Intelligence Analyst,Albertsons Companies,"Pleasanton, CA",94566
2741986466,Data Engineer - Data Platform,Tesla,"Fremont, CA",94536
2673906367,Technical Data Business Analyst,E-Solutions,"San Jose, CA",95101
2743385882,MDM Data Analyst,Diverse Lynx,"Santa Clara, CA",95050
2751187657,"Analyst, Service Collision",Tesla,"Fremont, CA",94536
2714058425,"Sr. Analyst, Business Data Analytics",Oportun,"San Carlos, CA",94070
2763320460,Data or Business analyst with Salesforce,Dice,"Pleasanton, CA",94566
2698703419,Data Engineer,23andMe,"Sunnyvale, CA",94085
2756411199,"Senior Data Analyst/ Scientist, Learning",Khan Academy,"Mountain View, CA",94040
2739411196,Threat Analyst - Threat Detections & Response (Remote),CrowdStrike,"Sunnyvale, CA",94085
2751763166,Data Engineer - Data Engineer I,Belcan,"Santa Clara, CA",95050
2757063145,Security Data Analyst -Splunk,Dice,"Pleasanton, CA",94566
2743394044,Data Quality Engineer/ Analyst,Diverse Lynx,"Santa Clara, CA",95050
2741450425,Sr. Data and Business Intelligence Analyst (Finance),Dice,"San Jose, CA",95101
2749243085,Data Engineer,Ryzen Solutions,"Cupertino, CA",95014
2727705239,Global Regulatory Compliance Data Analyst (Mathematics Knowledge),MillenniumSoft Inc,"San Jose, CA",95101
2740417519,Data Engineer - Remote,"Medable, Inc","Palo Alto, CA",94301
2737018531,Bioinformatician (Research Data Analyst 2),Stanford University,"Stanford, CA",94305
