job_id,description,desc_id
2726821884,"The manufacturing quality data engineering team is responsible for performing advanced analytics, creating infrastructure and data pipelines, developing predictive models and making data applications that enable cross functional teams to leverage a wealth of manufacturing, equipment and vehicle data both efficiently and effectively. In this role, you will focus on developing standard key performance indicators, metrics and dashboards across all existing and future manufacturing facilities worldwide. You will work closely with cross-functional teams to identify patterns, develop visualizations and validate metrics prior to executive reviews. Analyze manufacturing, equipment and vehicle data and highlight high impact insights to drive manufacturing and vehicle improvements Write SQL to aggregate and process data across multiple data sources Create ETL jobs to calculate key performance indicators Develop high visibility dashboards to visualize metrics across manufacturing facilities worldwide Bachelor's/Master’s degree or higher in quantitative discipline (e.g. Statistics, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or the equivalent in experience and evidence of exceptional ability 3+ years of work experience in data analytics or engineering related field Expert in writing SQL and familiar with multiple data architecture paradigms (MySQL, MicrosoftSQL, Oracle, Vertica, Clickhouse, Presto) Data visualization veteran, familiar with tools and techniques such as Superset, Plotly, Tableau, Power BI Strong analytical skills with ability to combine and find patterns across multiple datasets Automotive, Renewables & Environment, and Utilities Referrals increase your chances of interviewing at Tesla by 2x",19
2737570850,"Stockpile makes buying your first stock easier, taking your next step, or help someone else take theirs. Too many people never even get started investing because of all the unknowns that make the stock market intimidating. But when it comes to investing, starting is everything. So, Stockpile makes everything easier: easier to get going, easier to get help, and easier to get it right. We pioneered fractional share investing, stock gift cards, and custodial accounts for kids of any age. These firsts are why we’ve won various “best app” awards from Business Insider, MSN, and Forbes and why we’ve been featured in the Wall Street Journal, CNBC, Consumer Reports, and many others. Based in Palo Alto, Stockpile is venture-backed, and our extraordinary team comes from diverse industries and backgrounds. All of us are innovators at heart. Even more importantly, we all have big hearts – not something you find every day in Silicon Valley, but it’s what keeps us energized (along with the espresso and kombucha, of course). We’re looking for exceptional talent like you as we grow our team and to carry our vision into the future. The Data Analyst will support our leadership and functional department teams with data analysis. The ideal candidate is adept at using large data sets to find opportunities for product, customer, market, and process optimization and using models to test the effectiveness of different courses of action. The role uses a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms, and creating/running simulations to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions Mine and analyze data from company databases to drive optimization and improvement of product, marketing, and business strategies Assess the effectiveness and accuracy of new data sources and data gathering techniques Develop custom data models and algorithms to apply to data sets Coordinate with different functional teams to implement models and monitor outcomes Develop processes and tools to monitor and analyze model performance and data accuracy Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes Develop company A/B testing framework and test model quality Bachelor’s in a technical/quantitative field, Master’s degree preferred Financial service and, if possible, brokerage industry experience preferred Expert level abilities in SQL, Python, and BI tools (i.e., Mode, Tableau, Looker) Coding experience with several languages is a huge advantage Experience with ETL development using tools like DBT, Fivetran, etc. Experience working with and creating data architectures Excellent written and verbal communication skills for coordinating across teams; Experience visualizing/presenting data for stakeholders.A drive to learn and master new technologies and techniques Experience analyzing data from 3rd party providers: Google Analytics, Vero, Intercom, etc. Experience with model building and automation preferred What we offer aside from a competitive salary that fairly recognizes your experience and potential: Stability of a mature company (we’ve been around since 2010) with the exciting atmosphere of a startup A values-led working environment that encourages putting people first Health and life insurance, short and long-term disability, FSA (Health and Dependent Care), and Commuter We care about our team’s wellbeing, so we make sure you have time to fully switch off, rest, and recharge Workstations that prioritize your needs and comfort Continuous learning and career development coaching And once we’re back at the office (on-site), we provide: Daily continental breakfast and lunch; a special catered lunch on Tuesdays A well-stocked pantry filled with snacks, drinks, and munchies Happy hour, afternoon movies, and other fun company events Start something new with us and apply for this role! Stockpile is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. Third-Party recruiters are NOT allowed to submit unsolicited resumes to this posting or directly to any Stockpile employees. Please be aware that Stockpile is not responsible for any candidate submitted without prior agreement. Computer Software, Internet, and Financial Services Referrals increase your chances of interviewing at Stockpile by 2x",20
2723803345,"Direct message the job poster from TripActions At TripActions, “It’s all about the user. All of them.” We’re passionate about providing a seamless one-stop experience for business travelers, no matter how they travel, where they stay, or where they’re going. As a Data Analyst, you will be part of a fast growing Data team based from the Headquarters located in Palo Alto. We work in a dynamic environment, where we embrace moving quickly and work with the latest tech stack and learning is part of the job. You will be working with a variety of stakeholders across the whole organisation ranging from core travel product, next-level expense management and marketing and shape business decisions and our future product The ideal candidate will be extremely curious, have a strong background in statistics and be obsessed with results. We take great pride in our diversity of backgrounds, cultures, and perspectives and we strongly believe this is helping us to grow as a successful and impactful team. To learn more about our team, you can watch this recent talk on the types of problems we work on and this one on how we work together as a group . Support and advise the business with ad-hoc analytics as well as applying statistical techniques to create insights and discover new business opportunities Enable and support the business regarding the development and use of data analysis and reporting by: building reporting-grade data sources in our BI environment and translating those data sources into meaningful dashboards and reports for easy business use Provide business expertise and guidance (consultative partnership) on how to apply leverage data analytics and reporting within business operations Create and deliver documentation and training on reporting and BI tools for business users to enable self-service on company data PhD or Masters in mathematics, statistics, computer science, information science, or related technical field Experienced in SQL (experience with dbt is highly desirable) Experienced in BI tooling like Tableau, Looker, etc Demonstrated ability to translate business information needs into technical requirements and functional code/reporting Demonstrated knowledge of standard statistical techniques like significance testing, regression modeling, etc Familiar with commonly used data technical tools like: Excellent communication and stakeholder relationship skills and a strong team player. Fast becoming the default for corporate travel and spend management, TripActions is the leading cloud-based T&E platform that combines industry-first technology with best-in-class travel agency service. Trusted by travel managers and finance teams alike at more than 5,000 companies globally, TripActions leverages real-time data to keep traveling employees safe, control costs, and save time. TripActions’ investors include such visionaries as Andreeseen Horowitz, Lightspeed Ventures, GreenOaks Capital, Zeev Ventures, and entrepreneurs Lee Fixel and Elad Gil. In January 2021, TripActions announced its Series E funding of $155M at an upround valuation of $5B to help accelerate future growth plans. At TripActions, we’re never satisfied with the status quo, and we know breakthrough ideas come from diverse perspectives. We are committed to cultivating a workplace that reflects the diversity of the customers we serve while fostering leadership and innovation. All voices are valued here and you’ll have the resources, tools, and training you’ll need to do the best work of your life. We realize benefits are important as they support keeping you at your best at all times. Our benefits are here for you if you get sick or hurt, help you save for now and later, encourage you to take time off work and travel, and provide perks specific to being a TripActions employee both in and out of the office. TripActions is an equal opportunity employer. We make all employment decisions based solely on merit. We provide equal employment opportunity to all applicants and employees without discrimination on the bases of race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We prohibit any such discrimination or harassment. This policy applies to all terms and conditions of employment, including hiring. TripActions complies with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law. TripActions will reasonably accommodate qualified individuals with a disability in connection with applications for employment as required by law. If you need any assistance or accommodations due to a disability, you are welcome to email us at [email protected] . Please review TripActions' Candidate Privacy Notice here . Referrals increase your chances of interviewing at TripActions by 2x",21
2715155951,"Community Health Center Network San Leandro, CA See who Community Health Center Network has hired for this role The Community Health Center Network (CHCN), sister organization to the Alameda Health Consortium, is made up of the eight federally qualified community health centers in Alameda County. CHCN functions as the managed care MSO for our health centers, contracting with the Alameda Alliance for Health and Anthem Blue Cross. In order to help our health centers meet their missions of providing the best possible care to their communities, we also provide a broad range of training, technical assistance, quality improvement, information technology, and data analytic services. Department:             Analytics                                Reports To:               Director of Analytics           Status:                       Full-Time Regular The Data Analyst is responsible for data collection, management, validation, analysis, and reporting. The analysis will support and serve for leadership to make business decision, for clinical staff to use in clinical practice, and for grant application, reporting, and evaluation. All the activities will help our member clinics to improve the quality of care. The essential functions listed are typical examples of work performed by positions in this job classification. They are not designed to contain or be interpreted as a comprehensive inventory of all duties, tasks and responsibilities. Employees may perform other duties as assigned. ·        Understand and validate data from multiple sources. ·        Conduct complex data manipulation programming and statistical analyses. ·        Provide statistical support in designing and evaluating programs in CHCN and member clinics ·        Design or modify user friendly database for non-technical personnel to do data entry. ·        Design and automate complex and meaningful reports for leadership to make business decision and for clinical staff to use in clinical practices. ·        Prepare a variety of correspondences, periodic and special reports, informational publications, program documentation, policies, procedures, and other written materials for distribution to clinics and funders. ·        Creates work related department documents and correspondence for department continuity and cross training.  Back up Analytics Coordinator Position when necessary ·        Help to coordinate QM activities among clinics such as QM meetings, audits, patient satisfaction surveys, etc. ·        Bring the results of CHCN pay for performance program to clinics for improvement ·        Provide technical assistance to clinics “For the purposes of the job duties of this position, the person in this position requires access only to the following HIPAA protected information data sets”    ·        Ability to conduct appropriate analysis independently with solid statistics knowledge and answer business questions. ·        Ability to reliably and consistently deliver quality work product on target dates with minimum supervision. ·        Willing to take the ownership and responsibility of projects. ·        Experience of data analysis/visualization tools such as Tableau, Power BI, Excel, and SAS Visual Analytics. ·        Understanding of relational database, experience of data manipulation using SQL, ACCESS, and Excel. ·        Experience of programming and statistical software such as Python, STATA, SAS. ·        Good written and verbal communication skills to allow for effective communication with a diverse audience. ·        Highly motivated and capable of adopting new methods, knowledge and skills quickly. ·        Ability to work in a team, to give and receive constructive feedback. ·        Strong programming skills and experience using SQL, Python, STATA, or SAS to handle big data. ·        Experience with the health insurance claim, electronic health record, and public health data. ·        Bachelor degree required, Master degree preferred (Data analytics, Statistics, or Business Intelligence desirable) ·        Valid California Driver’s license and Auto insurance (Ability to travel to clinic sites) The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  While performing the duties of this Job, the employee is regularly required to sit and use hands to finger, handle, or feel. The employee is frequently required to talk or hear. The employee is frequently required to stand; walk; reach with hands and arms and stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 15 pounds. Specific vision abilities required by this job include close vision and ability to adjust focus. The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly exposed to an inside/outside environment.  The Community Health Center Network is an Equal Opportunity Employer. Referrals increase your chances of interviewing at Community Health Center Network by 2x",22
2741559527,"This range is provided by Valdera. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. We're looking for a driven data analysis expert with a background in scientific research. Join our fast-paced and tight-knit team at Valdera. Our VC-backed team has a proven track record of working with over twenty Fortune 500 chemical companies and developing B2B SaaS products for large enterprise clients. You'll play a core role in building out the first iteration of Valdera and shape our product from the very start. For full-time role: 1-2 years experience in data science/data engineering/working with large data sets For internship role: Academic or internship experience working with large data sets A strong understanding of quantitative data analysis methods and critical thinking skills Academic research experience in life science, chemistry, biology (or similar) Work with founders and engineering team to build and analyze a unique data asset Make strategic decisions on data acquisition and analysis Bring a ""get-it-done"" attitude to a lean startup environment, where you'll work alongside leadership on cross-functional initiatives (e.g., data mining, product/engineering design, team-wide presentations) You'll join a small team in fast-paced startup environment You'll help establish and participate in technical processes from the very start Play a key role in building out several data-reliant core product features Even if your resume doesn’t match up with every point listed here, please do not hesitate reach out to hiring@valdera.com. We're excited to connect with Referrals increase your chances of interviewing at Valdera by 2x",23
2722235787,"This range is provided by cisco.com. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. If you are a data driven professional looking to learn how customers and partners interact with CX, have a passion for driving Digital Transformation to vastly improve the customer and partner experience - this role is for you! As a CX Data Engineer, you will work directly with CX Product Managers, IT/Ops teams and other CX Engineers, providing support for our new Data Lake initiatives. You will understand all requirements, work with CX Product Owners to interface with multiple BE’s and IT/Ops organizations to scope and assess data dependency deliverables, obtain commitments and track status and progress on deliverables until completion, interfacing with CX Engineering throughout. You will create user stories, drive completion of all requirements and track delivery status for each capability release. Primary duties will be to participate in requirements-gathering sessions, understand requirements and data needs and document detailed data attributes, processing needs and features. Work with source teams to obtain scope, schedule, obtain sample data and track deliverables while communicating clearly with the larger organization. You will regularly present status updates across various organizations along with a hand-off session to CX Data Lake Engineering. You will work closely with the CX Data Lake on delivery execution and process improvements. We are the CX Digital Transformation team - we support CX. This role will give you great exposure to CX Leadership, processes, data and tools. You will work with CX teams supporting them in managing and delivering their key business objectives on budget. You are a highly motivated professional who loves understanding CX systems and data and partnering/communicating with the teams you support. You thrive being a team player in a fast-paced, cross-team environment, and you enjoy contributing your best each day while having fun. You want to learn new areas of Cisco, transform processes, and add value in whatever you do. 4+ years of CX experience in customer and/or partner processes and systems Experience with data creation, management processes and infrastructure Excellent skills constructing user-stories and conveying product requirements Experience or willingness to be a strong business partner #WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all. We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (36 years strong) and only about hardware, but we’re also a software company. And a security company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box! But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.) Day to day, we focus on the give and take. We give our best, give our egos a break, and give of ourselves (because giving back is built into our DNA.) We take accountability, bold steps, and take difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward. So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!",24
2699268390,"See who Kaiser Permanente has hired for this role Actual pay may be different — this range is estimated based on Data Analyst in Santa Clara, California, United States at similar companies. Under close supervision, this position exists to assist the organization in making strategic data-related decisions by analyzing, manipulating, tracking, internally managing and reporting data. This position functions both as an analyst and as a statistical analytics programmer. Designs menu systems that are effective and user-friendly. Develops reports with accurate, easy to read, useful information. Designs and generates tracking and monitoring tools. Participates in the development of outcomes and process measures, including technical specifications, to enable population measurement, guideline implementation, and evaluation. Maintains complex statistical routines using macros, vendor software, and software written by self and others. Minimum one (1) year of programming in SAS, SQL, VBA; net or equivalent statistical analytical programming language. Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations research, or related field required OR four (4) years of experience in a directly related field. High School Diploma or General Education Development (GED) required. Strong ability to apply analytic and critical thinking skills, writing skills, communication skills, consulting skills, and ability to work Must be able to work in a Labor/Management Partnership environment. Experience with analytical manipulation and interpretation of large databases. Financial Services, Health, Wellness and Fitness, and Hospital & Health Care Referrals increase your chances of interviewing at Kaiser Permanente by 2x",25
2724923132,"See who Kaiser Permanente has hired for this role Actual pay may be different — this range is estimated based on Data Analyst in Santa Clara, California, United States at similar companies. Under close supervision, this position exists to assist the organization in making strategic data-related decisions by analyzing, manipulating, tracking, internally managing and reporting data. This position functions both as an analyst and as a statistical analytics programmer. Designs menu systems that are effective and user-friendly. Develops reports with accurate, easy to read, useful information. Designs and generates tracking and monitoring tools. Participates in the development of outcomes and process measures, including technical specifications, to enable population measurement, guideline implementation, and evaluation. Maintains complex statistical routines using macros, vendor software, and software written by self and others. Minimum one (1) year of programming in SAS, SQL, VBA; net or equivalent statistical analytical programming language. Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations research, or related field required OR four (4) years of experience in a directly related field. High School Diploma or General Education Development (GED) required. Strong ability to apply analytic and critical thinking skills, writing skills, communication skills, consulting skills, and ability to work Must be able to work in a Labor/Management Partnership environment. Experience with analytical manipulation and interpretation of large databases. Financial Services, Health, Wellness and Fitness, and Hospital & Health Care Referrals increase your chances of interviewing at Kaiser Permanente by 2x",26
2747793868,"Actual pay may be different — this range is estimated based on Data Analyst in Sunnyvale, California, United States at similar companies. Walmart Global Tech's mission is simple: to innovate on Omnichannel retail to help our customers save time and money and live a better life. We obsess about understanding our user and their desired outcomes. We develop retail solutions by using cutting edge technology and customer-first mindset, which delight our customers. We are a team which is growing very fast as we change the face of online retail and define the next generation of ecommerce. Come join us on this journey! We are looking for a Data Analyst to join the Digital Experiences organization, to help improve customer experiences with ecommerce Cart and Checkout products. As analytics owner of Cart and Checkout products, you will be responsible for ensuring our customers can seamlessly complete their online purchases. A successful candidate will play a key role in building a strong foundation for gathering and using data to make the most informed decision as we develop the next generation ecommerce technology. We are looking for someone who is as passionate as we are about understanding the user and how they interact with our business to best serve their needs. Understand the data sources and streamline them into business and product dashboards which help keep track of the overall business and platform performance in real-time. Help grow the culture of data-based decision making by bringing industry best practices on tools, tagging, reporting and analysis. Help bring data-standardization across market banners. Support the experiment-based product development by helping the Product and Strategy teams in setting-up and analyzing A/B and Multivariate test data and provide insights, actionable recommendations & business value/impact for business stakeholders. Provide actionable insights, business impact & recommendations on key metrics and segments to determine if an experiment is successful. Measure post-launch metrics and work with Product Owners to understand feature performance and areas to optimize. Work to pull raw transactional data and manipulate in reporting and visualization tools like, Excel, Google Data Studio, Tableau, Power BI, looker to answer questions that inform product/feature prioritization and design decisions. Run exploratory analysis of site performance and customer data to identify key areas of the site that can be optimized. Work closely with product management to create new feature test plans and decision trees in order to drive a “test and learn” culture within the organization. Develop web & app product measurement & implementation requirements for new cart & checkout features. Work closely with web & app engineering teams to implement product release features. This role will focus on supporting Product Management and Strategy functions, understanding customer data and product performance, building automation and creating efficiencies where you identify them. 3-5 years of experience in a data team working on customer and business data sets. Master’s degree Statistics, Applied Math, Economics or related fields preferred. Web and Mobile analytics skills: Google Analytics and/or Adobe Omniture. Testing and Optimization tools: Google Optimize, Firebase, Adobe target, Optimizely Knowledge of web/app tagging & debugging tools like omnibug, google tag manager, charles Expert level knowledge of reporting & visualization tools like Excel, Tableau, Looker, Power BI, Google Data Studio Strong knowledge of experiments design and testing methodologies. Ability to use quantitative methods to answer complex business questions. Experience deriving business insights from large, complex, multi-dimensional data sets using tools like SQL, R, Python,GCS’s Google BigQuery. Excellent communication and relationship-building skills, with a high attention to detail. Sharp business judgement and ability to see past the noise in data. Must have passion for problem solving, critical thinking and data. Must be comfortable with adopting new tools and recommending new technologies which can improve the data ecosystem on the team. Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications. Option 1: Bachelor's degree in Business, Engineering, Statistics, Economics, Analytics, Mathematics, Arts, Finance or related field and 1 year's experience in data analysis, data science, statistics, or related field. Option 2: 3 years' experience in data analysis, data science, statistics, or related field Preferred Qualifications... Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications. Data science, data analysis, statistics, or related field, Master’s degree in Business, Computer Science, Engineering, Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field, Related industry experience (for example, retail, merchandising, healthcare, eCommerce), Successful completion of assessments in data analysis and Business Intelligence tools and scripting languages (for example, SQL, Python, Spark, Scala, R, Power BI, or Tableau) Primary Location...640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America Information Technology and Services, Retail, and Financial Services Referrals increase your chances of interviewing at Walmart by 2x",27
2733218195,"This position doesn't work with H1B, OPT EAD or F1 work visa -Excellent communicator (storytelling, reporting, insights presentations) -Experience with visualization tools (Tableau, Looker or similar), building dashboards   Education: BS/BA in Technical Field, Computer Science or Mathematics",28
2756457097,"Designed for unlimited discovery and unmatched safety, Epic is the leading digital library for kids. With tens of thousands of high-quality books, audiobooks, and videos from the world's best publishers, every year millions of kids read, learn and explore on Epic. To learn more about our vision to unlock the potential of every child, visit us at www.getepic.com. We are building a great product to unlock the potential of every child on the planet. We are looking for a Data Analyst to provide product analytics support to our retention and growth initiatives. In this role, you will be working on defining key product metrics, conducting analyses, and will help in building out our overall analytics process and capabilities. This role will report to our Head of Data. Work with partner product managers to define the key product performance indicators in the areas of retention and/or growth. Automate the reporting of key success metrics for the various product initiatives. Lead the design and analyses of controlled online experiments (A/B tests). Develop analyses to drive short and long term product feature goals. Master's degree or equivalent in Statistics/Mathematics/Economics/Data Analytics/Computer Science or an equivalent quantitative field and 4 years of prior experience as a Product/Data Analyst. Extensive hands-on experience with SQL and another programming language (preferably Python / R). Strong analytics experience - good statistics background. Experience working with partner product managers and other cross-functional stakeholders on product analytics questions. Experience with a visualization platform such as Looker or Tableau. The 3Cs: Curiosity, Communication, and Collaboration. Ability to deal with ambiguity on a business problem. Marketing and Advertising, Computer Software, and Internet Referrals increase your chances of interviewing at Epic for Kids by 2x",29
2726873102,"Founded in Tokyo in 2012, SmartNews has quickly become the go-to source of news for millions of users around the world, and a leading news discovery mobile app. Our mission is to deliver the world’s quality information. We are looking for an experienced marketing scientist with a passion for mobile marketing, mobile growth, as well as news and content discovery. This role will be responsible for shaping and executing paid growth strategies. You will find a huge opportunity to reach users in the right context with the right message through existing channels where we operate and newer ones. Our charter is to drive profitable acquisition of users across platforms and marketing channels (social ads, in-app mobile ads, video and more) - and to grow the SmartNews brand in the US using a multi-million dollar annual budget. You will work very closely with a cross functional team of engineers, product managers, data scientists, product marketers and corporate planning. We are looking for a candidate who is able to work with multiple stakeholders to develop data driven insights, propose recommendations, build a roadmap and operationalize it. This role requires managing by influence, data-driven thinking and driving measurable change. Our marketing team is very tightly integrated with growth marketers, data scientists and engineers. In this role you will get a chance to learn about our cutting edge tools we have built already and also shape the roadmap of what we could build in the future. The engineers and data scientists and growth marketers are all embedded in one loop with a common goal, so there will be easy and dedicated access to different functions critical to driving growth. Also in addition you will learn about how we have scaled using traditional and some non traditional channels, enriching learning about our unique story. Come help us figure out how to accelerate our growth even further! Partner with Marketing leadership to help drive insights, identify opportunities, and understand behavior and long-term trends, working with other teams across the company in the process Manage the design and analysis of marketing insights; develop and socialize a rigorous culture of data-driven decision making Develop measurement and attribution methodologies, LTV models & comprehensive marketing analytics Collaborate with data engineering to build and evolve our data infrastructure to surface key metrics through automated dashboards and reports Partner with performance marketing to design and execute experiments, incrementality testing, media mix modeling, & spend ROI curves to enable robust performance marketing decision making Lead the development of propensity models and predictive KPIs to power targeting & optimization engines across marketing channels You have 2+ years previous experience as a marketing analyst, data scientist, or data analyst You have a familiarity with and passion for effectively leveraging marketing to driving positive company outcomes You have experience with funnel, user journey & performance marketing analytics through inbound and outbound channels You possess a natural curiosity and strive to uncover the deeper relationships that are not always immediately discoverable You have experience writing and optimizing complex SQL queries for large data sets You are an excellent storyteller and able to communicate your findings with clarity and precision, whether through writing or visualizations You leverage innovative quantitative marketing methodologies to better understand and engage our customers in order to deliver better experiences to them You develop hypotheses and test them with data, rather than solely or primarily attempt to glean patterns from the data already in front of us You have an ability to work with and influence team members and leaders across the organization whose input is critical to the success of your plans Familiar with ad attribution platforms like Adjust or Appsflyer 100% medical, dental and vision insurance coverage (100% coverage for dependents) Monthly housing, commute, mobile phone and gym allowances Referrals increase your chances of interviewing at SmartNews by 2x",30
2750538161,"Technical Recruiter/Business Development at TIMBER IT Consulting Currently we are looking for some support in our Data Insights team: Starting with one Data Analyst, later potentially another. • Utilize customers vehicle (Terrabyte Scale) data to generate insight to support product decisions. • Analyzing the data to identify patterns and trends • Enhance a data pipeline to generate new features for Data Insights and ML Products/Validation • Write mainly PySpark code and corresponding tests in a cloud development Framework (Microsoft Azure) • Cleaning and validating the data to ensure accuracy, completeness, and uniformity • Have direct interaction with Stakeholders interested in the data insights and develop solutions with them. • Determining the correct data sets and variables Communicate findings to stakeholders using visualization and other means Referrals increase your chances of interviewing at TIMBER by 2x",32
2750544897,"Come Join Our Passionate Team! At Barracuda, we make the world a safer place. We believe every business deserves access to cloud-enabled, enterprise-grade security solutions that are easy to buy, deploy, and use. We protect email, networks, data and applications with innovative solutions that grow and adapt with our customers’ journey. More than 220,000 organizations worldwide trust Barracuda to protect them — in ways they may not even know they are at risk — so they can focus on taking their business to the next level. We know a diverse workforce adds to our collective value and strength as an organization. Barracuda Networks is proud to be an Equal Opportunity Employer, committed to equal employment opportunity and equitable compensation regardless of race, gender, religion, sex, sexual orientation, national origin, or disability. The Data Analyst will help build out the analytics capabilities for the Technical Support organization under SVP's guidance. The position will collaborate with internal teams to ensure the accuracy and integrity of the data in Salesforce and other databases. The position will also help set in place methods to store data and transform it in a useful manner that can produce reports and analysis based on the current analytical needs of the support organization. Once the foundation has been set, they will work with various internal teams to further create metrics and aggregates to reveal patterns and trends in the raw data. The ideal candidate will have the basic understanding of gathering data, clean up, aggregation, analysis and post analysis. They should have experience (either professional or educational career) with data storage, cleanup and manipulation technologies like Excel, R, Python, and Salesforce (or other similar databases). Instrument the entire user experience, including test variants Collaborate with internal teams to ensure the accuracy and integrity of the data in Salesforce and other databases Store and transform data into useful form, for easy consumption by other team members Create metrics and aggregates to reveal patterns and trends in the raw data Bachelor's degree in technical field; or equivalent work experience Exposure to with data storage, cleanup and manipulation technologies like Excel, R, Python, and similar A team where you can voice your opinion, make an impact, and where you and your experience are valued. Internal mobility – there are many opportunities for cross training and the ability to define your next career step within Barracuda. Information Technology and Services, Computer & Network Security, and Security and Investigations Referrals increase your chances of interviewing at Barracuda by 2x",33
2724447819,"Data Analyst, User Growth - TikTok US - Tech Services Actual pay may be different — this range is estimated based on Data Analyst in San Francisco Bay Area at similar companies. TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity, celebrate individuality and bring people together. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. The User Growth Department leads the growth efforts. We provide tailor-made growth plans and leverage various marketing, product, and analytics methods to achieve and sustain fast growth. The UG team has a series of mature product growth levers and is proficient in applying them to various businesses. At the same time, we also build new solutions to help the business achieve breakthroughs. As an important part of the UG team, the UG Data Analytics Team supports the core product lines. Join us to work closely with performance marketing and growth strategy teams, responsible for the growth analysis of billion-level users' products, and master the industry's advanced growth practices. Define metrics, build dashboards and understand user behavior through quantitative analysis to empower user growth Monitor the health of our business and understand root causes of changes in metrics Independently provide end-to-end analyses: from data mining, to metrics design and evaluation Partner with performance marketing teams, product teams and engineers to drive execution Bachelor's or Master's degree in Computer Science, Math, Physics, Engineering, Statistics or related technical/quantitative fields 1-3 years of professional experience in an analytical role involving user growth/product optimization/business analytics/performance marketing Proficiency in SQL/Excel/R/Python/Tableau. Familiar with common statistical methods and applications (A/B testing, probability, regression) Good communication skills as a collaborative team player in across-cultural and cross-functional environment. Ability to synthesize and communicate complex concepts and analyses in an easy to understand way Passionate about social media and short video products TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too. TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com Referrals increase your chances of interviewing at TikTok by 2x",34
